"('MARKETING COORDINATOR', 2)",2
"('ADOBE PHOTOSHOP', 2)",2
"('LICENSING', 2)",2
"('ONLINE MARKETING', 2)",2
"('COMMUNICATIONS', 2)",2
"('WEBSITE DEVELOPMENT', 2)",2
"('B2B ACQUISITION', 2)",2
"('PRESENTATION SKILLS', 2)",2
"('SEO', 2)",2
"('INDIRECT SALES', 2)",2
"('PUBLIC SECTOR', 2)",2
"('SALES & MARKETING', 2)",2
"('PRESENTATIONS', 2)",2
"('SOFTWARE', 2)",2
"('NEW BUSINESS DEVELOPMENT', 2)",2
"('BRAND AWARENESS', 2)",2
"('GENERAL ADMIN', 2)",2
"('CUSTOMER SUCCESS', 2)",2
"('CRM MANAGMENT', 2)",2
"('APPOINTMENTS', 2)",2
"('MULTI PRODUCT', 1)",1
"('E-MAIL MARKETING EXECUTIVE', 1)",1
"('VETERINARY', 1)",1
"('TRAINEE ', 1)",1
"('AHU', 1)",1
"('BRAND LAUNCHES', 1)",1
"('CATEGORY', 1)",1
"(' SALES', 1)",1
"('CORPORATE EVENTS', 1)",1
"('MANUFACTURING', 1)",1
"('CHILLERS', 1)",1
"('MARKETING AND SALES SUPPORT', 1)",1
"('HIGHLY AMBITIOUS', 1)",1
"('IMMUNOASSAYS', 1)",1
"('CIM QUALIFIED', 1)",1
"('TELEPHONE MANNER', 1)",1
"('LEAD', 1)",1
"('NEW OPPORTUNITIES', 1)",1
"('GRADUATE ACCOUNT MANAGEMENT', 1)",1
"('GRADUATE ROLES', 1)",1
"('GOOGLE ANALYTICS', 1)",1
"('MANAGE', 1)",1
"('SCIENTIFIC BACKGROUND', 1)",1
"('E COMMERCE', 1)",1
"('DIGITAL MARKETING EXPERIENCE', 1)",1
"('PUBLISHING', 1)",1
"('ACCOUNT EXECUTIVE', 1)",1
"('BUSINESS', 1)",1
"('ACCOUNT MANAGEMENT;', 1)",1
"('AEROSPACE', 1)",1
"('COMMISSION', 1)",1
"('APPAREL', 1)",1
"('GERMAN SPEAKING ROLES', 1)",1
"('COMMUNICATION', 1)",1
"('GRADUATE ENTRY', 1)",1
"('CONSULTATIVE SALES', 1)",1
"('TO BE A SUCCESS IN THIS ROLE', 1)",1
"('BONUSES', 1)",1
"('SOURCING NEW BUSINESS', 1)",1
"('FOOD MICROBIOLOGY', 1)",1
"('CONFERENCE PRODUCTION', 1)",1
"('IT', 1)",1
"('MICROSOFT DYNAMICS', 1)",1
"('SOFTWARE DEVELOPMENT', 1)",1
"('INTERNATIONAL SALES DIRECTOR - RAIL/AVIATION', 1)",1
"('ANALYTICS', 1)",1
"('CONSULTATIVE', 1)",1
"('FREELANCE', 1)",1
"('CLIENT RELATIONSHIPS', 1)",1
"('ENQUIRIES', 1)",1
"('DRIVING NEW BUSINESS', 1)",1
"('QUOTATIONS', 1)",1
"('MANAGING EVENTS', 1)",1
"('OFFLINE', 1)",1
"('SOFTWARE / SAAS EXPERIENCE', 1)",1
"('HEAD OF SALES', 1)",1
"('RECEPTION', 1)",1
"('ONLINE ADVERTISING', 1)",1
"('GRADUATE PROGRAM', 1)",1
"('PRODUCT LINE', 1)",1
"('GRADUATE STUDENTS', 1)",1
"('CONTENT MARKETING', 1)",1
"('VAR', 1)",1
"('ABM', 1)",1
"('WOMENSWEAR', 1)",1
"('ONLINE', 1)",1
"('DIGITAL', 1)",1
"('WINDOWS', 1)",1
"('CONSTRUCTION', 1)",1
"('MARKETING ADMINISTRATOR', 1)",1
"('OPTICAL', 1)",1
"('MENTORING', 1)",1
"(' EXECUTIVE', 1)",1
"(' BUSINESS DEVELOPMENT', 1)",1
"('HIGHER EDUCATION', 1)",1
"('HAMPSHIRE', 1)",1
"('MARKETING ADMIN', 1)",1
"('MARKETING AUTOMATION', 1)",1
"('BRAND MARKETING', 1)",1
"('EDUCATIONAL ADMIN', 1)",1
"('GRADUATE MANAGEMENT', 1)",1
"('PA', 1)",1
"('HEAD OF ONLINE SALES', 1)",1
"('KEY ACCOUNT MANAGEMENT', 1)",1
"('BUSINESS MANAGEMENT', 1)",1
"('RESIDENTIAL SALES', 1)",1
"('MARKETO', 1)",1
"('SPORT SPONSORSHIP', 1)",1
"('MQL', 1)",1
"('CHANNEL SALES. TECHNOLOGY SALES', 1)",1
"('SALES MARKETING', 1)",1
"('PRODUCT LITERATURE', 1)",1
"('MARKETING MATERIALS', 1)",1
"('WEDDINGS', 1)",1
"('SPORT', 1)",1
"('HVAC CONTROLS', 1)",1
"('MARKETING MIX', 1)",1
"('CLOUD COMPUTING', 1)",1
"('LOGISTICS', 1)",1
"('POWER CONVERSION', 1)",1
"('AGENCIES', 1)",1
"('MANAGEMENT CONSULTING', 1)",1
"('POWER STACKS GATE DRIVES', 1)",1
"('HVAC', 1)",1
"('DEFENCE', 1)",1
"('PACKAGING', 1)",1
"('EDUCATION', 1)",1
"('COMPUTER LITERATE', 1)",1
"('DATA MANAGEMENT', 1)",1
"('PAID SEARCH CAMPAIGNS', 1)",1
"('GRADUATE SALES ROLE', 1)",1
"('BRISTOL', 1)",1
"('UPSELLING', 1)",1
"('MARKETING BUDGETS', 1)",1
"('TOUR OPERATIONS', 1)",1
"('ADOPTION', 1)",1
"('FOOD SCIENCE', 1)",1
"('TIME MANAGEMENT', 1)",1
"('EVENT SALES', 1)",1
"('AUDIENCE GROWTH', 1)",1
"('FIELD MARKETING', 1)",1
"('CONTENT WRITING', 1)",1
"('IMPROVE EFFICIENCY', 1)",1
"('DIGITAL CHANNELS', 1)",1
"('ANALYTICAL SKILLS', 1)",1
"('DEMAND GENERATION', 1)",1
"('CONTENTS', 1)",1
"('TOUR OPERATOR', 1)",1
"('OPTICS', 1)",1
"('JANUARY START', 1)",1
"('COLD CALLING', 1)",1
"('DEMAND GENERATION / DEMAND GENERATION MANAGER', 1)",1
"('CUSTOMER FOCUSED MARKETING', 1)",1
"('HOSPITALITY', 1)",1
"('TELEPHONE SALES', 1)",1
"('SQL', 1)",1
"('BEST PRACTICE', 1)",1
"('TRAIN STAFF', 1)",1
"('BRAND', 1)",1
"('FASHION', 1)",1
"('DIGITAL SALES AND MARKETING EXECUTIVE', 1)",1
"('INFLUENCER', 1)",1
"('SENIOR SALES EXECUTIVE', 1)",1
"('MICROSOFT OFFICE', 1)",1
"('BUSINESS ACUMEN', 1)",1
"('PERSONAL DEVELOPMENT', 1)",1
"('OFFICE DUTIES', 1)",1
"('CONFIDENCE', 1)",1
"('AUTOMATION', 1)",1
"('SENIOR MARKETING EXECUTIVE', 1)",1
"('SALES MANAGEMENT', 1)",1
"('SELLING', 1)",1
"('CHRISTMAS INTERVIEWS', 1)",1
"('TECHNICAL SKILLS', 1)",1
"('SALES ENGINEER', 1)",1
"('B2B SALES', 1)",1
"('DOORS', 1)",1
"('ENABLEMENT', 1)",1
"('WELLNESS', 1)",1
"('CAMPAIGN MANAGEMENT', 1)",1
"('CUSTOMERS', 1)",1
"('ESTATE AGENTS', 1)",1
"('DIGITAL MARKETING SPECIALIST', 1)",1
"('SCIENTIFIC.', 1)",1
"('BRAND TEAM LEADER', 1)",1
"('TRADE ACCOUNT MANAGER', 1)",1
"('EXHIBITIONS', 1)",1
"('MANAGER', 1)",1
"('GRAD', 1)",1
"('LEADERSHIP', 1)",1
"('CONVERTERS', 1)",1
"('INTRODUCING NEW PRODUCTS', 1)",1
"('MS OFFICE', 1)",1
"('SENIOR ACCOUNT MANAGER', 1)",1
"('EXHIBITION', 1)",1
"('PAID MEDIA', 1)",1
"('SHOPPER MARKETING', 1)",1
"('ORGANIZATIONAL', 1)",1
"('SALES ADVISOR', 1)",1
"('SALES ADMIN', 1)",1
"('SALES PERFORMANCE', 1)",1
"('E-BUSINESS', 1)",1
"('ENTRY LEVEL', 1)",1
"('CUSTOMER QUERIES', 1)",1
"('PHOTOSHOP', 1)",1
"('WEB', 1)",1
"('MARKETING PLANS', 1)",1
"('MOBILE', 1)",1
"('ADTECH', 1)",1
"('MARTECH', 1)",1
"('APP', 1)",1
"('SALES ANALYSIS', 1)",1
"('MEDIAS', 1)",1
"('ADMINISTRATION ASSISTANT', 1)",1
"('SENIOR SALES MANAGER', 1)",1
"('SOCIAL MEDIA EXECUTIVE', 1)",1
"('CAMPAIGN', 1)",1
"('MAJOR ACCOUNTS', 1)",1
"('CUSTOMER CARE', 1)",1
"('SPORTS', 1)",1
"('ADMINISTRATION DUTIES', 1)",1
"('PRODUCTS', 1)",1
"('DEALERSHIP', 1)",1
"('PRODUCT LAUNCH', 1)",1
"('GRADUATE FIELD SALES', 1)",1
"('DATABASE MARKETING', 1)",1
"('PUBLIC SPEAKING', 1)",1
"('CAREER OPPORTUNITIES', 1)",1
"('LANDING PAGES', 1)",1
"('SCIENCE', 1)",1
"('YOU WILL HAVE A DEGREE (OR RELEVANT', 1)",1
"('DATA CENTER', 1)",1
"('CMO', 1)",1
"('TRADING', 1)",1
"('STUDENT SUPPORT', 1)",1
"('STRATEGIC SALES', 1)",1
"('IGBT', 1)",1
"('EXPERIENCED SALES PROFESSIONAL', 1)",1
"('FINANCIAL SERVICES', 1)",1
"('PRODUCT SPECIALIST', 1)",1
"('CUSTOMER RETENTION', 1)",1
"('MULTI-CHANNEL MARKETING CAMPAIGNS', 1)",1
"('SOCIAL', 1)",1
"('TRAVEL TRADE', 1)",1
"('MARKETING BUDGET', 1)",1
"('TRADE SHOWS', 1)",1
"('TECHNICAL SALES', 1)",1
"('CHESHIRE', 1)",1
"('EVENT SALES MANAGER', 1)",1
"('GRADUATE SALES EXECUTIVE', 1)",1
"('STANSTED -', 1)",1
"('DIGITAL MEDIA', 1)",1
"('CORPORATE SALES MANAGER', 1)",1
"('HOSPITALITY SALES', 1)",1
"('CREATIVE', 1)",1
"('CLIENT RELATIONS', 1)",1
"('MARKETING GENERALIST', 1)",1
"('SALES PROMOTION', 1)",1
"('GLOBAL EVENTS', 1)",1
"('HUBSPOT', 1)",1
"('PRODUCT MANAGEMENT', 1)",1
"('COORDINATORS', 1)",1
"('CLIENTS', 1)",1
"('EXCEEDING TARGETS', 1)",1
"('POWER ELECTRONICS', 1)",1
"('NURTURE', 1)",1
"('CUSTOMER ENGAGEMENT', 1)",1
"('COORDINATION', 1)",1
"('WEB CONTENT', 1)",1
"('JUNIOR PRODUCT MANAGER', 1)",1
"('CONSUMER MARKETING', 1)",1
"('ADMISSIONS', 1)",1
"('RETENTION', 1)",1
"('RENEWALS', 1)",1
"('MICROSCOPY', 1)",1
