"('ICAEW', 2)",2
"('GROUP ACCOUNTANT', 2)",2
"('FILING', 1)",1
"('SALES LEDGER', 1)",1
"('ADMIN', 1)",1
"('ACCOUNTS RECEIVABLE', 1)",1
"('CASHFLOW ANALYSIS', 1)",1
"('ACCA ', 1)",1
"('PROCESS', 1)",1
"('FINANCE ASSISTANT', 1)",1
"('MONTH END', 1)",1
"('IPSWICH PERMANENT', 1)",1
"('QUALIFIED MANAGEMENT', 1)",1
"('ANNUAL BUDGET', 1)",1
"('INSOLVENCY', 1)",1
"('COMMERCIAL AWARENESS', 1)",1
"('FCCA', 1)",1
"('BOOK KEEPER', 1)",1
"('PRACTICE ACCOUNTANT', 1)",1
"('MANAGEMENT ACCOUNTS ASSISTANT', 1)",1
"('PART QUALIFIED ACCA', 1)",1
"('RELATIONSHIPS', 1)",1
"('ACCOUNTING SOFTWARE', 1)",1
"('ASSETS', 1)",1
"('PROFESSIONAL SERVICES', 1)",1
"('ACCOUNTANCY PRACTICE', 1)",1
"('DOUBLE ENTRY', 1)",1
"('MANAGEMENT INFORMATION', 1)",1
"('CREDIT CONTROL', 1)",1
"('CIMA ACCA COMMERCIAL', 1)",1
"('PROFESSIONAL', 1)",1
"('ACC', 1)",1
"('AUDIT ASSISTANT', 1)",1
"('AUDIT SENIOR', 1)",1
"('ACCOUNTS PREPARATION', 1)",1
"('SME', 1)",1
"('STATEMENT RECONCILIATIONS', 1)",1
"('ACCOUNTANT MANAGER', 1)",1
"('LLOYDS', 1)",1
"('SLA', 1)",1
"('ACCOUNTANT IN PUBLIC PRACTICE', 1)",1
"('CHARTERED ACCOUNTANCY', 1)",1
"('TAX ACCOUNTANT', 1)",1
"('LAW FIRM', 1)",1
"('COMMUNICATION', 1)",1
"('DEVELOPMENT', 1)",1
"('GROUP FINANCIAL ACCOUNTANT', 1)",1
"('MOTOR TRADE JOBS', 1)",1
"('COUNCIL', 1)",1
"('ACA QUALIFIED', 1)",1
"('PURCHASE ORDERS', 1)",1
"('MONTH END CLOSE', 1)",1
"('LEDGER', 1)",1
"('MANUFACTURING', 1)",1
"('REPORTING FINANCIAL ACCOUNTANT', 1)",1
"('CENTRAL LONDON', 1)",1
"('SYNDICATE', 1)",1
"('TEMPORARY', 1)",1
"('PUBLIC SECTOR', 1)",1
"('ASSISTANT MANAGMENT ACCOUNTANT', 1)",1
"('MOTOR TRADE', 1)",1
"('QUERIES', 1)",1
"('A MONTH END REPORTING ROLE WITH BUSINESS PARTNERING', 1)",1
"('SHARED SERVICES', 1)",1
"('REVIEWING', 1)",1
"('CHARTERED', 1)",1
"('REPOERTING ACCOUNTANT', 1)",1
"('FORECASTING', 1)",1
"('REAL ESTATE', 1)",1
"('STOCK', 1)",1
"('DEVELOPMENT ACCOUNTANT', 1)",1
"('PERFORMANCE', 1)",1
"('AP', 1)",1
"('P&L RESPONSIBILITY', 1)",1
"('CREDIT', 1)",1
"('JOURNALS', 1)",1
"('REPORTING ACCOUNTANT', 1)",1
"('PERSONAL EXPENSES', 1)",1
"('FINANCIAL CONTROLLER', 1)",1
"('IRIS', 1)",1
"('ISIS', 1)",1
"('GROUP REPORTING MANAGER', 1)",1
"('FINANCE CONTROLLER', 1)",1
"('MANAGEMENT ACCOUNTANT ROLE', 1)",1
"('RECONCILIATIONS', 1)",1
"('FINANCIAL AUDITS', 1)",1
"('REVENUE', 1)",1
"('INTERPERSONAL SKILLS', 1)",1
"('QUICKBOOKS', 1)",1
"('COLLABORATIVE WORK', 1)",1
"('FRANCHISE ACCOUNTANT', 1)",1
"('INSURANCE', 1)",1
"('CITY OF LONDON', 1)",1
"('DERBY', 1)",1
"('INVOICES', 1)",1
"('PAYMENT RUN', 1)",1
"('TRAFFORD', 1)",1
"('BUDGETING', 1)",1
"('RECONCILING', 1)",1
"('REPORT', 1)",1
"('CORPORATION', 1)",1
"('MONTHLY ACCOUNTS', 1)",1
"('PERMANENT', 1)",1
"('INVOICE PROCESSING', 1)",1
"('CIMA OR ACA', 1)",1
"('YEAR END STATUTORY ACCOUNTS', 1)",1
"('CAPITAL ACCOUNTANT', 1)",1
"('BALANCE SHEET RECONCILIATIONS', 1)",1
"('LEICESTER', 1)",1
"('RECONCILIATION', 1)",1
"(' TECHNOLOGY MID-TIER', 1)",1
"('PORTFOLIO TECH CLIENTS', 1)",1
"(' XERO CLIENTS', 1)",1
"('OUTSOURCING', 1)",1
"(' ASSISTANT MANAGEMENT ACCOUNTANT', 1)",1
"('PROJECT ACCOUNTANT', 1)",1
"('PAYMENT RUNS', 1)",1
"('PROPERTY', 1)",1
"('ANALYSIS', 1)",1
"('PROBLEM SOLVING', 1)",1
"('ACCOUNTANNT', 1)",1
"('INDUSTRIAL/ MANUFACTURING ENGINEER', 1)",1
"('MANAGEMENT ACCOUNTANCY', 1)",1
"('UKGAAP', 1)",1
"('ACMA', 1)",1
"('REPORTING MANAGER', 1)",1
"('SAGE ACCOUNTS', 1)",1
"('DEALING', 1)",1
"('MTD', 1)",1
"('SENIOR FINANCIAL ACCOUNTANT', 1)",1
"('GENERAL PRACTICE', 1)",1
"('BOUGHT LEDGER', 1)",1
"('PAYROLL,', 1)",1
"('LEICESTERSHIRE', 1)",1
"('ACCRUALS', 1)",1
"('FINANCE JOBS', 1)",1
"('SOLE TRADERS', 1)",1
"('FMCG', 1)",1
"('PRACTICE TRAINED', 1)",1
"('CA', 1)",1
"('BUDGETS', 1)",1
"('CASH FLOW REPORTING', 1)",1
"('PROCESSING INVOICES', 1)",1
"('EXTERNAL AUDIT', 1)",1
"('TECHNICAL', 1)",1
"('ACCOUNT MANAGEMENT ', 1)",1
"('MAIN CAR DEALERSHIP', 1)",1
"('MULTICURRENCY', 1)",1
"('ACCOUNTS MANAGER', 1)",1
"('PREPAYMENT', 1)",1
"('PRIVATE SECTOR', 1)",1
"('RECENTLY QUALIFIED', 1)",1
"('APPRENTICESHIP', 1)",1
"(' ACA', 1)",1
"('CLIENT MANAGER', 1)",1
