"('INSURANCE', 2)",2
"('TEMP', 2)",2
"('TEMP TO PERM', 2)",2
"('BUSINESS SUPPORT ADMINISTRATOR', 2)",2
"('HOUSING', 2)",2
"('CONVEYANCING', 2)",2
"('RETURNS', 2)",2
"('ADMINISTRATION EXPERIENCE IDEAL', 1)",1
"('CUSTOMER SUPPORT', 1)",1
"('BUSINESS INTELLIGENCE', 1)",1
"('CLIENT ACCOUNTS', 1)",1
"('BUDGETS', 1)",1
"('CORPORATE/PROFESSIONAL OFFICE EXPERIENCE', 1)",1
"('DATA ANALYSIS', 1)",1
"('BOOKING', 1)",1
"('HEDGE FUNDS', 1)",1
"('CUSTOMER SERVCE', 1)",1
"('PENSION', 1)",1
"('LAW DEGREE', 1)",1
"('SALES ORDER PROCESSING', 1)",1
"('SASS', 1)",1
"('APPRAISALS', 1)",1
"('PGCE / QTS', 1)",1
"('FILE HANDLER', 1)",1
"('PRODUCTION', 1)",1
"('BIDS', 1)",1
"('FINANCIAL SERVICES ', 1)",1
"('TYPING SKILLS', 1)",1
"('INTERNSHIPS', 1)",1
"('CHARTERED ACCOUNTANTS', 1)",1
"('SOLICITORS', 1)",1
"('JUNIOR ROLE', 1)",1
"('APPRENTICE ADMINISTRATOR', 1)",1
"('RETENTION', 1)",1
"('RESOURCER', 1)",1
"('MOJ', 1)",1
"('SYSTEM ADMINISTRATION', 1)",1
"('PA', 1)",1
"('FINANCIAL UNDERSTANDING', 1)",1
"('MOTOR CLAIMS', 1)",1
"('SEC', 1)",1
"('MANAGER', 1)",1
"('CHARITY', 1)",1
"('DIARY', 1)",1
"('POWERPOINT', 1)",1
"('HR ADMINISTRATION MANAGER', 1)",1
"('SCANNING', 1)",1
"('FINANCE ADMINISTRATOR', 1)",1
"('MARKETING ADMINISTRATOR', 1)",1
"('REMORTGAGE', 1)",1
"('EA', 1)",1
"(' TEAM LEADER', 1)",1
"('MORTGAGES', 1)",1
"('ACCOUNTS ADMIN', 1)",1
"('LETTER WRITING', 1)",1
"('HR', 1)",1
"('BUY', 1)",1
"('MANAGING KPIS', 1)",1
"('NEIGHBOURHOODS', 1)",1
"('WORKING TO DEADLINES', 1)",1
"('FINANCE ASSISTANT', 1)",1
"('CREDIT', 1)",1
"('PREPPING', 1)",1
"('TELEPHONE MANNER', 1)",1
"('RECEPTIONIST / ADMINISTRATOR', 1)",1
"('SAP', 1)",1
"('""APPRENTICESHIP""', 1)",1
"('GREETING', 1)",1
"('GOVERNANCE', 1)",1
"('INVESTMENT ADMINISTRATION TEAM LEADER', 1)",1
"('END USER', 1)",1
"('PROCESSING INVOICES', 1)",1
"('SHIPPING', 1)",1
"('PROPERTY CLAIMS', 1)",1
"('TPA', 1)",1
"('HUDDERFIELD', 1)",1
"('SALE ADMINISTRATOR', 1)",1
"('CONTRACTS', 1)",1
"('BUILDING RELATIONSHIPS', 1)",1
"('MICROSOFT WORD', 1)",1
"('DISTRIBUTION', 1)",1
"('CO-ORDINATOR', 1)",1
"('SCHOOL ADMINISTRATOR', 1)",1
"('DATA PROCESSING', 1)",1
"('ANALYTICAL SKILLS', 1)",1
"('BUYING ASSISTANT', 1)",1
"('RELATIONSHIP MANAGEMENT', 1)",1
"('MONTHLY MANAGEMENT ACCOUNTS', 1)",1
"('HIGHER EDUCATION', 1)",1
"('MS EXCEL', 1)",1
"('WORKFLOW MANAGEMENT', 1)",1
"('QUERIES', 1)",1
"('PRODUCT TRAINING', 1)",1
"('SALES LEDGER', 1)",1
"('CUSTOMER ADVISOR', 1)",1
"('B2B', 1)",1
"('THIRD PARTY ADMINISTRATION', 1)",1
"('COMMUNICATIONS', 1)",1
"('ACCOUNTS ADMINISTRATOR', 1)",1
"('LOCAL AUTHORITIES', 1)",1
"('PEOPLE MANAGER', 1)",1
"('MIDDLE OFFICE OPERATIONS', 1)",1
"('DATABASE MANAGEMENT', 1)",1
"('FRONT OF HOUSE', 1)",1
"('CHRISTMAS WORK', 1)",1
"('ORGANIZATION', 1)",1
"('ACTIVE TEAM PLAYER', 1)",1
"('UNDERWRITING', 1)",1
"('TEAM ADMINISTRATION ASSISTANT', 1)",1
"('ACCOUNTS', 1)",1
"('INTERPERSONAL SKILLS', 1)",1
"('STATEMENT RECONCILIATIONS', 1)",1
"('CONTRACTUAL SUPPORT', 1)",1
"('CALLS', 1)",1
"('EMAIL ', 1)",1
"('TELEPHONE ', 1)",1
"('ADMIN ', 1)",1
"('ADMINISTRATOR ', 1)",1
"('LEGAL SECRETARY', 1)",1
"('LEGAL PA', 1)",1
"('CILEX', 1)",1
"('ENGLISH', 1)",1
"('RENEWALS', 1)",1
"('""FINAL SALARY""', 1)",1
"('LEGAL ADMINISTRATION ASSISTANT AVIATION TEAM', 1)",1
"('HIGHLY ORGANISED', 1)",1
"('SENIOD ADMINISTRATION', 1)",1
"('PAPERWORK', 1)",1
"('AIRPORT', 1)",1
"('MINISTRY OF JUSTICE', 1)",1
"('SALES ADMINISTRATOR', 1)",1
"('ADMINISTRATION OPERATIVE', 1)",1
"('PLANNER', 1)",1
"('ADMIN SUPPORT', 1)",1
"('DATA INPUT', 1)",1
"('ADMIN MANAGER', 1)",1
"('PATENT SECRETARY', 1)",1
"('BACS', 1)",1
"('PUBLISHING', 1)",1
"('""DEFINED BENEFIT""', 1)",1
"('SME', 1)",1
"('""ADMINISTRATOR""', 1)",1
"('REPORTING', 1)",1
"('SECONDARY EDUCATION', 1)",1
"('FUNDING', 1)",1
"('RECORDS', 1)",1
"('DB PENSIONS', 1)",1
"('REPORTS', 1)",1
"('FINANCE ADMINISTRATION', 1)",1
"('LOCAL GOVERNMENT', 1)",1
"('SAGE', 1)",1
"('""BUSINESS ADMINISTRATOR""', 1)",1
"('INTERNATIONAL STUDENTS', 1)",1
"('PROJECT', 1)",1
"('BASIC BOOK KEEPING', 1)",1
"('REPORT', 1)",1
"('FINANCIAL SERVICES ADMINISTRATION TEAM LEADER', 1)",1
"('MARKETING ADMINISTRATION ASSISTANT', 1)",1
"('QUALITY', 1)",1
"('""ADMINISTRATION""', 1)",1
"('BUSINESS SUPPORT', 1)",1
"('SCHOOLS', 1)",1
"('CO ORDINATOR', 1)",1
"('PAYMENT RUN', 1)",1
"('OFFICE SKILLS', 1)",1
"('""ADMIN APPRENTICESHIP""', 1)",1
"('ENQUIRIES', 1)",1
"('RETIREMENT', 1)",1
"('PORTUGUESE', 1)",1
"('COMPLAINTS', 1)",1
"('MEMBERSHIP', 1)",1
"('SECRETARIAL', 1)",1
"('WORD', 1)",1
"('SIMS ADMINISTRATOR', 1)",1
"('BUYERS ASSISTANT', 1)",1
"('PENSIONS ADMINISTRATION', 1)",1
"('BUYER', 1)",1
"('TAX', 1)",1
"('CAR', 1)",1
"('RECORDS MANAGEMENT', 1)",1
"('REQUIREMENTS', 1)",1
"('MERCHANDISING ASSISTANT', 1)",1
"('MERCHANDISING ADMIN', 1)",1
"('MAA', 1)",1
"('STOCK CONTROL', 1)",1
"('HOUSING ASSOCIATION', 1)",1
"('MINUTE TAKING', 1)",1
"('GENERAL ADMINISTRATOR', 1)",1
"('PRINCE2', 1)",1
"('DUDLEY', 1)",1
"('GERMAN', 1)",1
"('SOFTWARE SYSTEMS', 1)",1
"('ASSET DATA', 1)",1
"('RECRUITMENT', 1)",1
"('ACCOUNTING SOFTWARE', 1)",1
"('PRIORITIZE WORKLOAD', 1)",1
"('SCHOOL SECRETARY', 1)",1
"('6-12 MONTHS', 1)",1
"('MIDDLE OFFICE', 1)",1
"('PROCESSING ORDERS', 1)",1
"('PATENT ADMINISTRATOR', 1)",1
"('COMMUNICATION', 1)",1
"('YOUNG PEOPLE', 1)",1
"('FINANCE ADMIN', 1)",1
"('MARKETING', 1)",1
"('ACCOUNTS PAYABLE', 1)",1
"('INVESTMENT MANAGEMENT ADMIN SUPERVISOR', 1)",1
"('SWITCHBOARD', 1)",1
"('ADMIN EXCEL', 1)",1
"('MUTUAL FUNDS', 1)",1
"('SECONDARY SCHOOL', 1)",1
"('FIANCE', 1)",1
"('CAREER DEVELOPMENT', 1)",1
"('REGIONAL MANAGER', 1)",1
"('ENTRY LEVEL', 1)",1
"('PENSIONS ADMINISTRATOR', 1)",1
"('REGIONAL DIARY MANAGEMENT', 1)",1
"('DEALERSHIP', 1)",1
"('CLAIMS HANDLING', 1)",1
"('TELEPHONE SKILLS', 1)",1
"('MICROSOFT', 1)",1
"('EMAIL CLIENTS', 1)",1
"('MANUFACTURING', 1)",1
"('AAT', 1)",1
"('TRADERS', 1)",1
"('ORGANIZATIONAL', 1)",1
"('WORD AND EXCEL SKILLS', 1)",1
"('DOCTOR', 1)",1
"('WRITING', 1)",1
"('ACCOUNT MANAGEMENT', 1)",1
"('ADVANCED EXCEL', 1)",1
"('HOSPITALITY', 1)",1
"('APPRENTICESHIPS', 1)",1
"('JURORS AND MEMBERS OF THE GENERAL PUBLIC', 1)",1
"('DOMAIN', 1)",1
"('INVOICE PROCESSING', 1)",1
"('PROJECT MANAGER', 1)",1
"('TIMESHEET', 1)",1
"('GDPR UNDERSTANDING', 1)",1
"('REQUIREMENT', 1)",1
"('FUNCTIONAL', 1)",1
"('FINANCIAL SERVICES ADMINISTRATION MANAGER', 1)",1
"('MICROFICHE', 1)",1
"('PLANNING', 1)",1
"('HEALTHCARE', 1)",1
"('WORD EXCEL', 1)",1
"('CLAIMS', 1)",1
"('BOOKING COORDINATOR', 1)",1
"('RECONCILIATION ', 1)",1
"('ANSWERING TELEPHONES', 1)",1
"('CONTACT CENTRE', 1)",1
"('BUYERS ADMINISTRATOR', 1)",1
"('SAAS', 1)",1
"('PROGRAMME MANAGEMENT', 1)",1
"('ORDERING', 1)",1
"('PARALEGALS', 1)",1
"('INCOMING CALLS', 1)",1
"('PERMANENT', 1)",1
"('BUYING ADMINISTRATOR', 1)",1
"('LAW', 1)",1
"('WARRANTY', 1)",1
"('MONTH END CLOSE', 1)",1
"('ORGANISATION', 1)",1
"('PORTFOLIO ADMINSTRATION', 1)",1
"('ADMINISTRATION SUPERVISOR', 1)",1
